institute code,institute_name,place,district_code,co_education,college_type,branch_code,branch_name,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_I_BOYS,SC_I_GIRLS,SC_II_BOYS,SC_II_GIRLS,SC_III_BOYS,SC_III_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,affiliated_to
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,47799,47799,103004,103004,56722,100043,47799,47799,66833,66833,60784,60784,47799,47799,136295,136295,85478,136598,135966,135966,64909,129052,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,CIV,CIVIL ENGINEERING,90079,102386,98096,102386,128751,128751,90079,102386,90079,127757,90079,130757,90079,102386,145924,145924,90079,147635,141906,142388,90079,102386,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),62351,62351,128843,129964,85518,91543,75959,75959,75428,79615,131521,131521,140769,140769,140706,142151,117816,117816,143101,150238,84860,91488,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,56408,56408,111392,111392,77116,78862,95271,95271,68735,76083,103934,131781,139373,140046,138803,138949,116240,116240,137823,148334,79363,86762,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),59089,59089,126264,126264,83475,87373,65885,65885,73121,79030,122852,125294,137458,137458,141950,142555,117362,125119,142359,150581,85938,89434,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),66353,66677,135261,135261,105089,105089,84431,84431,81298,87005,115589,115589,146429,146429,146060,149507,140464,140464,136779,142178,101364,101364,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,65273,65967,107359,124631,92702,92703,65273,65967,87591,87591,95632,95632,65273,141908,144397,144397,130377,139654,142393,144104,97955,97955,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,66709,66709,108598,108598,102643,115204,66709,90734,86976,88856,111136,111136,66709,66709,144815,150704,66709,140818,148558,148558,111280,121454,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,79324,112827,123437,124765,130119,130119,79324,112827,116906,135149,79324,112827,79324,112827,79324,139334,130217,140606,148460,150672,79324,112827,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,ANE,AERONAUTICAL ENGINEERING,14570,14570,35259,42332,17974,20396,14570,14570,17841,19374,22375,65432,14570,14570,30836,46933,27348,27348,75140,75140,24229,27631,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,CIV,CIVIL ENGINEERING,39008,39008,59892,59892,60718,87473,39008,39008,48668,48668,70898,70898,72163,72163,68530,137410,39008,39008,93021,93912,39008,63034,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11580,11622,27519,27519,15675,16201,37109,37109,14678,15237,11580,34982,11580,11622,45012,45012,31242,35720,47033,47033,12261,12261,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,10337,10682,25730,28126,15387,15387,32582,32582,14572,15026,23311,29226,65864,65864,45975,45975,29789,30191,46844,52273,11792,11792,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),11307,11557,27230,27230,15592,15592,30902,30902,14454,14454,24889,34254,35684,35684,48848,48848,30739,33523,50359,55639,12159,12390,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14763,14763,37931,37931,22390,24759,14763,55301,19980,20565,39995,57334,14763,133138,70179,70179,41672,41672,57940,93985,17649,17649,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,21758,24962,65306,65306,33765,33765,34424,34424,28767,28767,60736,60736,21758,24962,75067,108151,62061,62061,65591,65591,30056,30056,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,INF,INFORMATION TECHNOLOGY,13588,13588,31651,31651,17616,17616,54616,109660,18235,18235,30249,44955,122851,122851,64638,64638,44267,44267,56556,69673,14850,14883,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,28663,44875,52711,71387,52423,52423,101143,101143,40278,44875,78927,78927,28663,143676,121200,121200,66178,66178,95579,138913,40556,57506,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,CIV,CIVIL ENGINEERING,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,147357,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,73007,73007,128930,135089,107738,107738,73007,75520,94993,94993,122076,122076,149167,149167,148013,149834,138316,138316,151139,151139,114857,114857,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),73888,73888,110022,122662,108346,108346,73888,73888,98494,98494,95510,95510,73888,73888,151724,151724,149630,149630,141455,147683,100384,100384,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84764,84764,119137,119137,84764,134848,84764,84764,122636,126775,115544,115544,84764,84764,139801,139801,151157,151157,151734,151734,84764,133646,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,131744,131744,131744,131744,131744,131744,139763,139763,131744,131744,131744,131744,131744,131744,131744,147504,140035,140035,131744,131744,131744,131744,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,MEC,MECHANICAL ENGINEERING,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,142280,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,37687,43744,88608,88608,45963,52018,37687,43744,46787,52409,37687,43744,37687,43744,68207,110289,84892,84892,113432,138638,50777,50777,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,64565,85836,98615,98615,107441,128280,64565,85836,80391,85836,64565,85836,64565,85836,141292,141292,116666,137501,136176,146801,107903,111875,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),35088,35088,64332,92640,42951,51967,47350,47350,44605,53491,81013,81013,35088,35088,62417,120247,60808,60808,35088,102072,35088,56208,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),43464,43464,87736,91754,57856,57856,43464,43464,55056,58566,77501,123661,43464,43464,129616,132087,107266,111004,119595,130067,51201,51201,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,40916,40916,67663,81941,53954,54285,40916,78207,49376,52500,66695,90588,90038,147041,122257,122257,85203,85203,111670,127883,49810,49810,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),40433,40433,78126,78126,57600,60659,51920,54687,51526,53707,80988,108946,133515,133515,133108,133108,103621,103621,114598,137958,48278,48278,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),52173,52173,52173,131855,64143,64143,52173,52173,61842,61842,52173,70513,52173,52173,130233,139516,132968,132968,98646,143956,59247,64019,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47031,47031,100339,100339,63970,70695,47031,47031,61253,64745,106698,106698,47031,47031,138506,140242,96992,96992,120001,140598,55992,58601,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,33114,33114,80273,80273,48136,48136,33114,33114,52693,54757,51167,51167,33114,33114,107849,135880,92032,92032,100207,120320,44027,44027,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CIV,CIVIL ENGINEERING,63035,67485,129757,129757,71962,118893,76241,76241,63035,101144,63035,67485,136387,136387,136210,139918,118034,135724,136377,140156,63035,106745,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),41234,41234,84011,84011,57050,57050,41234,41234,55355,55355,85955,106519,41234,41234,131049,137913,79258,79258,114896,138703,49135,49135,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),42712,42712,82331,86650,56105,56105,55031,55031,54660,54660,83861,108664,43434,43767,125440,126573,106457,106457,115799,138206,46825,46825,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,34752,34752,72077,72077,48979,50612,44716,44716,44201,47472,65149,77876,101166,101166,96104,113993,83503,88664,92990,92990,40143,40254,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,45180,45267,84734,88323,56442,62078,56266,56266,56136,58763,91913,110918,45180,45267,131989,139085,101326,101326,112726,140599,50168,50985,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),36930,38381,81364,81364,52117,52188,36930,49824,47104,49570,49892,107888,95034,123375,114332,119370,98876,105653,106435,139292,43692,43692,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47420,47420,98013,100388,63418,65272,57953,57953,62119,62119,103655,111005,47420,47420,136619,139845,112686,118526,110564,143114,56468,56468,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55852,55852,131797,131797,75128,96142,78672,78672,70658,70658,55852,55852,55852,136559,139182,139182,55852,55852,114752,143600,60203,72807,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,46547,50640,94765,94765,58281,58281,46547,50640,56570,57009,77041,77041,46547,50640,135981,135981,88054,88054,135544,144313,51970,51970,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,79592,95960,108232,112641,92161,124862,118400,118400,79592,95960,79592,95960,79592,95960,144429,144429,125098,125098,123841,136238,107234,113598,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),105319,105319,110032,110032,135415,135415,105319,105319,133235,133542,129247,129247,105319,105319,146091,146407,151295,151295,143911,143911,105319,105319,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,88876,88876,133511,134622,127938,127938,113700,113700,112222,112222,134281,134281,113659,113659,151582,151582,150670,150670,151767,151767,94886,134546,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,111412,111412,143566,143566,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,111412,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),96939,96939,96939,129113,135241,135241,96939,96939,119645,130053,96939,96939,150298,150298,145154,145272,106591,106591,140867,140867,96939,96939,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,108911,108911,149084,149084,150081,150081,108911,108911,150900,150900,108911,108911,108911,108911,108911,108911,108911,108911,139029,139029,108911,108911,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,14406,33300,65144,65144,42567,42567,14406,33300,39888,39888,57230,82428,14406,33300,106330,109072,69825,69825,78392,97846,35662,36700,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,31382,34954,71376,73156,49607,53591,34555,43006,42989,42989,61156,70953,31382,147238,105544,114165,73449,98694,104137,135668,40867,40867,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,CIV,CIVIL ENGINEERING,69237,82142,85252,94900,83829,103422,69237,82142,69237,106317,69237,100364,69237,82142,143531,143531,109361,125459,120034,120034,105254,105254,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29914,29914,66899,66899,43166,43219,29914,29914,37587,38939,51857,73020,100846,100846,87311,87311,52200,52200,75176,130473,35048,35048,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,27504,27504,59975,67435,39573,39573,34526,130936,34302,37660,48445,59662,137241,142244,97581,106952,68760,77329,92281,113942,34596,34596,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),26447,26447,60113,63548,38869,41064,32555,32555,35346,37267,41363,41363,145829,145829,70609,73887,61711,61711,95164,123487,31390,33298,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40540,40540,78175,78175,54416,56267,40540,40540,51331,55388,87118,111636,40540,40540,136545,138664,96466,96466,111023,141407,53189,53189,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,ECM,ELECTRONICS AND COMPUTER ENGINEERING,67953,70595,90111,94455,95715,108556,86963,86963,82216,82216,118175,118175,67953,151747,142510,146729,136613,137305,143690,144893,98908,98908,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,50324,50324,110568,110568,85038,87883,50324,50324,74752,74752,109932,109932,50324,50324,135796,136608,111797,111797,84763,84763,88052,88052,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,41344,44215,76612,76612,53096,64275,41344,49794,53619,53619,78354,96994,123950,123950,120194,137628,88713,88713,135514,142409,49126,49126,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,YENKAPALLY,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,56000,73213,125736,125736,86031,132681,56000,73213,73387,73387,117694,117694,56000,73213,136649,139407,65560,73213,135725,136655,104046,104046,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,CIV,CIVIL ENGINEERING,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,88662,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,75535,75535,117192,120262,111707,111707,111434,111434,99571,99571,114891,114891,149819,149819,151663,151663,148666,148666,150109,150109,135327,135327,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),86591,86591,132119,132119,128596,128596,129390,129390,127841,127841,129695,129695,143879,143879,146004,146004,140878,140878,134823,134823,105515,133417,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,82573,91986,82573,108550,129369,130604,82573,91986,130738,130738,82573,103082,122581,122581,110254,127477,82573,130041,148550,148550,82573,91986,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,41207,54229,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,12458,13102,23072,23072,16465,16465,12458,13102,14908,14908,17449,28447,12458,138930,28720,30094,28133,28913,38393,41126,20984,20984,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,19323,19912,44549,44549,25410,25410,19323,19912,26623,26623,93019,93019,19323,19912,60509,60509,40671,40671,73520,73520,32908,32908,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,35982,35982,61149,88115,51041,51041,49445,49445,47857,48912,35982,53137,96189,96189,99566,99566,80616,80616,99419,99419,90182,90182,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,INF,INFORMATION TECHNOLOGY,20725,21115,39958,39958,25824,25824,20725,21115,34067,34588,41974,41974,20725,21115,78879,78879,53365,53365,69688,86950,30583,30583,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,MEC,MECHANICAL ENGINEERING,45896,66035,84261,125854,81666,130817,68104,68104,65733,93766,113200,113200,119952,119952,112459,112459,95135,95135,130127,148192,73869,73869,JNTUH
JNMB,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD,MAHABUBABA D,MHB,COED,UNIV,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),58391,66253,130540,130540,77894,87604,58391,66253,87497,87497,87898,97339,58391,66253,148748,148748,89279,144083,131140,131140,117948,135231,JNTUH
JNMB,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD,MAHABUBABA D,MHB,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,49279,49279,98784,124277,64359,64359,49279,59244,63927,63927,88544,99998,49279,137608,138805,145930,128047,128047,116856,121306,121872,121872,JNTUH
JNMB,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD,MAHABUBABA D,MHB,COED,UNIV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,94910,111645,150990,150990,113733,134877,94910,147994,130945,133553,111505,111645,94910,111645,150498,150498,149227,149227,148572,148572,94910,111645,JNTUH
JNMB,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD,MAHABUBABA D,MHB,COED,UNIV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91210,134945,147586,147586,147690,147690,91210,134945,149136,149136,91210,134945,91210,134945,136191,137260,91210,134945,149185,149185,91210,134945,JNTUH
JNMB,JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD,MAHABUBABA D,MHB,COED,UNIV,MEC,MECHANICAL ENGINEERING,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,147847,JNTUH
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,BSE,BUILDING SERVICES ENGG,115634,130613,132246,132246,115634,138358,115634,130613,134738,140178,115634,130613,115634,130613,135225,135225,148377,148377,151308,151308,115634,130613,CONSTITUENT COLLEGE
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,DTD,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,68287,68287,116835,116835,104040,104040,80140,80140,135128,135128,124409,124409,68287,68287,146032,149415,141340,141340,147347,147347,105569,105569,CONSTITUENT COLLEGE
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,PLG,B.PLANNING,95038,95038,95038,134173,126747,126747,95038,95038,106968,106968,95038,95038,96522,96522,95038,97957,135881,135881,149674,149674,107020,107020,CONSTITUENT COLLEGE
JNPL,JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR,PALAIR,KHM,COED,UNIV,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),71261,72884,113304,113304,105076,105076,85586,85586,98288,98288,129448,129448,138536,138536,129693,129693,136129,137810,127747,127747,134864,134864,JNTUH
JNPL,JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR,PALAIR,KHM,COED,UNIV,CSE,COMPUTER SCIENCE AND ENGINEERING,50173,50173,130852,130852,60492,60492,50173,50173,75570,75570,61928,123313,50173,50173,128811,128811,91310,91310,98097,98097,122197,122197,JNTUH
JNPL,JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR,PALAIR,KHM,COED,UNIV,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86516,86516,134697,145914,130267,147109,133635,133635,131366,131366,86516,134735,92705,92705,149104,150372,145666,145666,146147,146147,86516,126251,JNTUH
JNPL,JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR,PALAIR,KHM,COED,UNIV,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,142491,142491,147390,147390,149140,149140,142491,142491,149544,149544,142491,150701,142491,142491,142491,142491,142491,149923,146721,146721,142491,142491,JNTUH
JNPL,JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR,PALAIR,KHM,COED,UNIV,MEC,MECHANICAL ENGINEERING,140704,141037,140704,141037,140704,141037,140704,141037,140704,141037,140704,141037,140704,141037,147688,147688,140704,141037,140704,141037,140704,141037,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,BIO,BIO-TECHNOLOGY,19524,23795,43291,43291,34113,34113,19524,23795,38822,38822,23738,61705,19524,23795,67299,67299,49112,49112,33196,33196,37815,37815,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,CHE,CHEMICAL ENGINEERING,12282,12282,17573,24291,17141,17141,12282,12282,18384,18384,16585,16585,93397,93397,28458,31083,33750,33750,23199,23199,21386,21386,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,CIV,CIVIL ENGINEERING,10323,11338,13464,21215,14574,14574,10323,53994,16673,16867,10826,16300,10323,11338,22523,22523,17492,17492,16721,16721,15892,18646,JNTUH
